id,news,label_1,label_2
871,Weve still had more deaths to the flu this year than weve had COVID-19.,0,FALSE
872,Two physicians in Bakersfield California claim that COVID-19 is similar to the flu in terms of prevalence and mortality; that sheltering in place weakens that immune system.,0,FALSE
873,North Carolinaâ€™s health department is â€œtelling hospitals that if they decide to do elective surgeries they wonâ€™t be eligible to receive (protective equipme,1,FALSE
874,Smoking may protect against COVID-19; scientists believe nicotine might protect against coronavirus.,1,FALSE
875,U.S sent 100000 military forces to South China Sea in a move to increase its presence in the region against the backdrop of the coronavirus pandemic.,0,FALSE
876,President Trump urged people to ingest or inject disinfectants as a treatment for coronavirus.,0,FALSE
877,November 2019 job listing for a quarantine advisor at the Centers for Disease Control and Prevention prove the government knew the COVID-19 would hit United States.,0,FALSE
878,Mosques are allowed to stay open during pandemic in the United States but churches are not.,1,FALSE
879,Trump and McConnell are blocking stimulus checks for Americans married to immigrants.,0,FALSE
880,President Barack Obama â€œsigned the medical appliance tax bill that forced companies to outsource manufacturing of masks gowns gloves and ventilaors [sic] to China Europe and Russia to avoid the,0,FALSE
881,Its not the coronavirus thats killing people. It is the economy.,0,FALSE
882,President Trump just announced that the biological lab in Wuhan where the COVID-19 virus was created was funded by President Barak Hussein Obama in 2015 to the tune of $3800000 American dollars!,0,FALSE
883,Pelosi was in (Wuhan) China 6 days after the impeachment HOAX failed.,1,FALSE
884,The existence of a canine coronavirus vaccine casts doubt on statements that there isnâ€™t one for ,0,FALSE
885,People defying stay-at-home order fill Arizona beaches.,0,FALSE
886,Mosquitoes can transfer COVID-19 â€œfrom person to pe,0,FALSE
887,If you paid rent in March or April in the United States â€œthey got to giveâ€ you your,0,FALSE
888,Pennsylvania House of Representatives approved funding for COVID-19 in June 2019 proving that the pandemic was pre-planned.,0,FALSE
889,A video of hot mic comments between a Fox News reporter and a New York Times photographer reveals that COVID-19 is a hoax and proves that there is a secret vaccine.,1,FALSE
890,Trey Gowdy said coronavirus shutdowns were suspicious and overblown.,0,FALSE
891,All elective or non-emergency surgeries are banned to prioritize coronavirus treatments and prevent the spread.,1,FALSE
892,U.S. House Speaker Nancy Pelosi was in Wuhan China in time to release the novel coronavirus and sabotage the U.S.-China trade deal.,1,FALSE
893,U.S. House Speaker Nancy Pelosi was in Wuhan China six days after the impeachment proceedings against President Trump ended.,0,FALSE
894,Nearly half of (Missouri) counties have not reported positive (COVID-19) cases.,0,FALSE
895,"""Spraying chlorine or alcohol on the skin kills viruses in the body""",0,FALSE
896,"""Only older adults and young people are at risk""",0,FALSE
897,"""Children cannot get COVID-19""",1,FALSE
898,"""COVID-19 is just like the flu""",1,FALSE
899,"""Everyone with COVID-19 dies""",0,FALSE
900,"""Cats and dogs spread coronavirus""",0,FALSE
901,"""Face masks always protect against coronavirus""",0,FALSE
902,"""Hand dryers kill coronavirus""",0,FALSE
903,"""SARS-CoV-2 is just a mutated form of the common cold""",0,FALSE
904,"""You have to be with someone for 10 minutes to catch the virus""",0,FALSE
905,"""Rinsing the nose with saline protects against coronavirus""",0,FALSE
906,"""You can protect yourself by gargling bleach""",0,FALSE
907,"""Antibiotics kill coronavirus""",0,FALSE
908,"""Thermal scanners can diagnose coronavirus""",1,FALSE
909,"""Garlic protects against coronaviruses""",0,FALSE
910,"""Parcels from China can spread coronavirus""",1,FALSE
911,"""Home remedies can cure and protect against COVID-19""",0,FALSE
912,"""You can catch coronavirus from eating Chinese food in the US""",0,FALSE
913,"""You can catch coronavirus from urine and feces""",0,FALSE
914,"""The virus will die off when temperatures rise in the spring""",0,FALSE
915,"""Coronavirus is the deadliest virus known to humans""",1,FALSE
916,"""Flu and pneumonia vaccines can protect against COVID-19""",1,FALSE
917,"""The virus originated in a laboratory in China""",0,FALSE
918,"""The outbreak began because people ate bat soup""",0,FALSE
919,"""5G helps SARS-CoV-2 spread""",0,FALSE
920,"""Drinking alcohol reduces the risk of infection""",0,FALSE
921,"""Injecting or consuming bleach or disinfectant kills the virus""",0,FALSE
